P_YYYYMMDD,BASE_WEEKDAY,BASE_TM,ENTR_NO,MDL_NM,CHNL_PNTN_ESPE_BRD_CHNL_NO,CHNL_ESPE_POT_CHNL_STAY_TM,WTCH_REGN_NM
2023-09-23,7,12,438FA35C8C179297510BC82823B6C66369F4C2D6,UTE7057LGU,70,792,경기/인천
2023-10-07,7,9,598FE96976B647D109210DA9DA6496DD62646E3C,UHD4K,5,1032,춘천
2023-08-10,5,20,4C6DF7036F4C1358B6137C79D83FF170ABBEA73E,UTE7057LGU,73,738,경기/인천
2023-08-15,3,13,9E400EC60D34AEF923C48F1C25379A9BDD489FA5,UIE4057LGU,83,3258,부산
2023-09-09,7,14,84CBA21910C73EB710419C68BBC81963575E1040,UHD4K,320,922,경기/인천
2023-10-05,5,0,A47A0DF35182BB226D2320E9E9237200E8A24480,UHD4K,93,2155,서울
2023-08-10,5,13,12B592DB259836F5196D9EF2CBAC3AA8151ED787,UHD4K,144,853,경기/인천
2023-10-22,1,7,C86E1603E02A324929ABD9BDEA1C1D56B4ECA453,UIE4057LGU,999,2000,경기/인천
2023-08-08,3,18,ADB06839AD038CCFDE78055F83CBD05319B1CA2A,UTE7057LGU,55,1296,경기/인천
2023-09-20,4,15,A63ABB0096425B8986B0977CD8244C0536AE89E2,UHD4K,58,2233,경기/인천
2023-10-14,7,18,54BF30DBAE83E26F7873B53659E8A0CD03585E34,UTE7057LGU,59,2172,경기/인천
2023-09-26,3,22,69D5B7DC2FC5A458B13DD6C513D8A67728AF6E72,UIE4057LGU,55,1674,경기/인천
2023-10-01,1,2,D09990A90A6CAA43BB8650E8EE28FB0A27CCDF75,UTE7057LGU,54,638,진주
2023-09-02,7,0,2C1FF4FAEAE8C89480466CC2F7DF3AB3EDAD9166,UHD4K,168,960,서울
2023-09-07,5,23,A63ABB0096425B8986B0977CD8244C0536AE89E2,UHD4K,17,948,경기/인천
2023-09-07,5,11,C497FDE177F3AAD83735A63359BDADE6D4318AF4,UHD4K,93,1165,서울
2023-10-20,6,9,C86E1603E02A324929ABD9BDEA1C1D56B4ECA453,UIE4057LGU,269,1237,경기/인천
2023-08-06,1,14,C86E1603E02A324929ABD9BDEA1C1D56B4ECA453,UIE4057LGU,269,24871,경기/인천
2023-09-14,5,17,C86E1603E02A324929ABD9BDEA1C1D56B4ECA453,UIE4057LGU,43,1672,경기/인천
2023-09-15,6,3,22E889D82E78397398FD21E550CA0E8D159D7F43,UIE4057LGU,82,1957,춘천
2023-10-05,5,13,C86E1603E02A324929ABD9BDEA1C1D56B4ECA453,UIE4057LGU,41,5642,경기/인천
2023-09-26,3,6,849D4BFD212A4311441A510407346BF3E8891A76,UTE7057LGU,91,1500,대전
2023-09-12,3,11,C497FDE177F3AAD83735A63359BDADE6D4318AF4,UHD4K,25,1004,서울
2023-09-21,5,19,A47A0DF35182BB226D2320E9E9237200E8A24480,UHD4K,117,807,서울
2023-09-28,5,7,2C1FF4FAEAE8C89480466CC2F7DF3AB3EDAD9166,UHD4K,146,11163,서울
2023-09-03,1,17,441F58BC529644CC95F29947DBDFEC422BF6F4A4,UHD4K,99,1008,서울
2023-09-13,4,16,9E400EC60D34AEF923C48F1C25379A9BDD489FA5,UIE4057LGU,127,660,부산
2023-09-23,7,8,A47A0DF35182BB226D2320E9E9237200E8A24480,UHD4K,70,1122,서울
2023-09-10,1,17,A63ABB0096425B8986B0977CD8244C0536AE89E2,UHD4K,122,616,경기/인천
2023-08-03,5,17,2C1FF4FAEAE8C89480466CC2F7DF3AB3EDAD9166,UHD4K,0,2774,서울
2023-10-20,6,16,4874FA028D45086A8E4D6C1B9DE56AEBE159E262,UTE7057LGU,101,905,경기/인천
2023-09-26,3,8,C86E1603E02A324929ABD9BDEA1C1D56B4ECA453,UIE4057LGU,977,1765,경기/인천
2023-10-14,7,11,C497FDE177F3AAD83735A63359BDADE6D4318AF4,UHD4K,55,634,서울
2023-10-27,6,0,4C6DF7036F4C1358B6137C79D83FF170ABBEA73E,UTE7057LGU,77,3584,경기/인천
2023-09-30,7,0,A47A0DF35182BB226D2320E9E9237200E8A24480,UHD4K,87,1716,서울
2023-10-16,2,17,C497FDE177F3AAD83735A63359BDADE6D4318AF4,UHD4K,55,972,서울
2023-10-07,7,23,A63ABB0096425B8986B0977CD8244C0536AE89E2,UHD4K,10,1145,경기/인천
2023-10-08,1,5,22E889D82E78397398FD21E550CA0E8D159D7F43,UIE4057LGU,54,1609,춘천
2023-10-25,4,9,451A7C86F8CA773AF83330EAD87ECBBD53B6799D,UTE7057LGU,21,3558,부산
2023-09-01,6,19,C497FDE177F3AAD83735A63359BDADE6D4318AF4,UHD4K,47,1449,서울
2023-10-29,1,14,451A7C86F8CA773AF83330EAD87ECBBD53B6799D,UTE7057LGU,64,903,부산
2023-10-16,2,21,D09990A90A6CAA43BB8650E8EE28FB0A27CCDF75,UTE7057LGU,75,908,진주
2023-10-27,6,16,12B592DB259836F5196D9EF2CBAC3AA8151ED787,UHD4K,75,852,경기/인천
2023-10-16,2,12,C86E1603E02A324929ABD9BDEA1C1D56B4ECA453,UIE4057LGU,269,1130,경기/인천
2023-08-06,1,17,2C1FF4FAEAE8C89480466CC2F7DF3AB3EDAD9166,UHD4K,164,1238,서울
2023-08-18,6,20,9E400EC60D34AEF923C48F1C25379A9BDD489FA5,UIE4057LGU,95,1071,부산
2023-10-19,5,20,A7295254E60A7B69AFF18D5D510D2249FBCD1DF5,UHD4K,199,740,대전
2023-10-12,5,0,451A7C86F8CA773AF83330EAD87ECBBD53B6799D,UTE7057LGU,94,1645,부산
2023-08-09,4,7,438FA35C8C179297510BC82823B6C66369F4C2D6,UTE7057LGU,56,3205,경기/인천
2023-10-18,4,5,4C6DF7036F4C1358B6137C79D83FF170ABBEA73E,UTE7057LGU,99,631,경기/인천
2023-09-19,3,17,C86E1603E02A324929ABD9BDEA1C1D56B4ECA453,UIE4057LGU,234,1183,경기/인천
2023-09-20,4,10,22E889D82E78397398FD21E550CA0E8D159D7F43,UIE4057LGU,71,4525,춘천
2023-09-22,6,5,4C6DF7036F4C1358B6137C79D83FF170ABBEA73E,UTE7057LGU,99,1046,경기/인천
2023-09-27,4,4,A47A0DF35182BB226D2320E9E9237200E8A24480,UHD4K,118,1453,서울
2023-08-25,6,13,12B592DB259836F5196D9EF2CBAC3AA8151ED787,UHD4K,135,797,경기/인천
2023-09-26,3,7,12B592DB259836F5196D9EF2CBAC3AA8151ED787,UHD4K,142,2358,경기/인천
2023-08-18,6,20,438FA35C8C179297510BC82823B6C66369F4C2D6,UTE7057LGU,135,634,경기/인천
2023-09-30,7,8,ED197CEBB777E816DA6DEF2DF9F64953D26CD3E6,UHD4K,312,626,창원
2023-09-15,6,1,A47A0DF35182BB226D2320E9E9237200E8A24480,UHD4K,109,9566,서울
2023-08-04,6,22,849D4BFD212A4311441A510407346BF3E8891A76,UTE7057LGU,62,1315,대전
2023-09-03,1,21,598FE96976B647D109210DA9DA6496DD62646E3C,UHD4K,5,746,춘천
2023-10-26,5,22,ADB06839AD038CCFDE78055F83CBD05319B1CA2A,UTE7057LGU,120,1125,경기/인천
2023-09-26,3,13,438FA35C8C179297510BC82823B6C66369F4C2D6,UTE7057LGU,184,2424,경기/인천
2023-10-15,1,19,C86E1603E02A324929ABD9BDEA1C1D56B4ECA453,UIE4057LGU,82,2487,경기/인천
2023-08-13,1,5,12B592DB259836F5196D9EF2CBAC3AA8151ED787,UHD4K,27,697,경기/인천
2023-10-12,5,21,54BF30DBAE83E26F7873B53659E8A0CD03585E34,UTE7057LGU,60,611,경기/인천
2023-09-10,1,9,A47A0DF35182BB226D2320E9E9237200E8A24480,UHD4K,70,4006,서울
2023-10-01,1,0,47A0AF41A6178D0D8461E2BB5AD623529452C1BB,UTE7057LGU,14,610,경기/인천
2023-10-15,1,17,849D4BFD212A4311441A510407346BF3E8891A76,UTE7057LGU,62,2894,대전
2023-09-19,3,15,B11D11246AEBE39EC964E42148FFE9F15EAB0536,UTE7057LGU,75,1847,서울
2023-09-23,7,8,4C6DF7036F4C1358B6137C79D83FF170ABBEA73E,UTE7057LGU,115,971,경기/인천
2023-08-15,3,15,ED197CEBB777E816DA6DEF2DF9F64953D26CD3E6,UHD4K,311,862,창원
2023-08-01,3,20,9E400EC60D34AEF923C48F1C25379A9BDD489FA5,UIE4057LGU,130,1126,부산
2023-09-11,2,6,47A0AF41A6178D0D8461E2BB5AD623529452C1BB,UTE7057LGU,123,6669,경기/인천
2023-10-01,1,9,438FA35C8C179297510BC82823B6C66369F4C2D6,UTE7057LGU,86,678,경기/인천
2023-08-06,1,18,849D4BFD212A4311441A510407346BF3E8891A76,UTE7057LGU,5,1041,대전
2023-10-29,1,10,451A7C86F8CA773AF83330EAD87ECBBD53B6799D,UTE7057LGU,5,1460,부산
2023-08-19,7,19,4C6DF7036F4C1358B6137C79D83FF170ABBEA73E,UTE7057LGU,98,1027,경기/인천
2023-10-01,1,1,C86E1603E02A324929ABD9BDEA1C1D56B4ECA453,UIE4057LGU,10,634,경기/인천
2023-08-22,3,16,A7295254E60A7B69AFF18D5D510D2249FBCD1DF5,UHD4K,81,37060,대전
2023-10-01,1,17,438FA35C8C179297510BC82823B6C66369F4C2D6,UTE7057LGU,184,2388,경기/인천
2023-09-17,1,17,12B592DB259836F5196D9EF2CBAC3AA8151ED787,UHD4K,97,2201,경기/인천
2023-09-22,6,12,438FA35C8C179297510BC82823B6C66369F4C2D6,UTE7057LGU,84,3842,경기/인천
2023-10-14,7,23,D09990A90A6CAA43BB8650E8EE28FB0A27CCDF75,UTE7057LGU,55,1128,진주
2023-09-04,2,17,BD98FD0FC84E688810250BAB439C9CC2163A416F,UHD4K,57,1261,대전
2023-08-20,1,19,849D4BFD212A4311441A510407346BF3E8891A76,UTE7057LGU,5,2654,대전
2023-08-30,4,6,A7295254E60A7B69AFF18D5D510D2249FBCD1DF5,UHD4K,999,1759,대전
2023-09-24,1,22,9E400EC60D34AEF923C48F1C25379A9BDD489FA5,UIE4057LGU,103,6746,부산
2023-09-09,7,3,A63ABB0096425B8986B0977CD8244C0536AE89E2,UHD4K,27,9499,경기/인천
2023-10-01,1,12,A7295254E60A7B69AFF18D5D510D2249FBCD1DF5,UHD4K,84,935,대전
2023-09-18,2,19,500D21AA0CBC27FEB4419660F413A6B13929A254,UHD4K,41,2674,제주
2023-09-05,3,21,84CBA21910C73EB710419C68BBC81963575E1040,UHD4K,317,1488,경기/인천
2023-10-28,7,8,598FE96976B647D109210DA9DA6496DD62646E3C,UHD4K,72,1135,춘천
2023-09-25,2,14,438FA35C8C179297510BC82823B6C66369F4C2D6,UTE7057LGU,181,1654,경기/인천
2023-10-22,1,17,451A7C86F8CA773AF83330EAD87ECBBD53B6799D,UTE7057LGU,59,706,부산
2023-08-14,2,21,A7295254E60A7B69AFF18D5D510D2249FBCD1DF5,UHD4K,116,25292,대전
2023-08-05,7,12,380869B5AFEDA8E723AC4855AF6F40B8EBF69D96,UHD4K,71,2027,서울
2023-09-16,7,8,22E889D82E78397398FD21E550CA0E8D159D7F43,UIE4057LGU,0,6936,춘천
2023-08-30,4,11,A63ABB0096425B8986B0977CD8244C0536AE89E2,UHD4K,75,611,경기/인천
2023-10-14,7,16,4C6DF7036F4C1358B6137C79D83FF170ABBEA73E,UTE7057LGU,99,880,경기/인천
2023-08-10,5,21,849D4BFD212A4311441A510407346BF3E8891A76,UTE7057LGU,62,1227,대전
2023-09-12,3,22,9E400EC60D34AEF923C48F1C25379A9BDD489FA5,UIE4057LGU,130,1155,부산
2023-09-26,3,20,500D21AA0CBC27FEB4419660F413A6B13929A254,UHD4K,14,727,제주
2023-10-02,2,14,ED197CEBB777E816DA6DEF2DF9F64953D26CD3E6,UHD4K,320,768,창원
2023-09-10,1,20,9E400EC60D34AEF923C48F1C25379A9BDD489FA5,UIE4057LGU,14,634,부산
2023-09-09,7,18,D09990A90A6CAA43BB8650E8EE28FB0A27CCDF75,UTE7057LGU,87,3735,진주
2023-10-21,7,11,4C6DF7036F4C1358B6137C79D83FF170ABBEA73E,UTE7057LGU,98,1545,경기/인천
2023-08-21,2,0,9FC9E68CFC41378CA39FD8AFC87BBBED0B73CBA8,UHD4K,50,2484,경기/인천
2023-08-24,5,1,BD98FD0FC84E688810250BAB439C9CC2163A416F,UHD4K,65,769,대전
2023-09-03,1,21,A63ABB0096425B8986B0977CD8244C0536AE89E2,UHD4K,10,1290,경기/인천
2023-09-11,2,4,438FA35C8C179297510BC82823B6C66369F4C2D6,UTE7057LGU,56,3528,경기/인천
2023-09-30,7,12,451A7C86F8CA773AF83330EAD87ECBBD53B6799D,UTE7057LGU,55,744,부산
2023-09-18,2,13,C497FDE177F3AAD83735A63359BDADE6D4318AF4,UHD4K,96,934,서울
2023-09-20,4,11,12B592DB259836F5196D9EF2CBAC3AA8151ED787,UHD4K,138,1195,경기/인천
2023-08-22,3,15,438FA35C8C179297510BC82823B6C66369F4C2D6,UTE7057LGU,60,860,경기/인천
2023-09-01,6,19,A7295254E60A7B69AFF18D5D510D2249FBCD1DF5,UHD4K,21,21753,대전
2023-08-24,5,22,ADB06839AD038CCFDE78055F83CBD05319B1CA2A,UTE7057LGU,92,643,경기/인천
2023-09-17,1,14,4D25D5A26F18DA0BB02B5EB3D35F3FFEE3B819FA,UTE7057LGU,46,911,서울
2023-10-13,6,1,441F58BC529644CC95F29947DBDFEC422BF6F4A4,UHD4K,124,814,서울
2023-09-05,3,12,C497FDE177F3AAD83735A63359BDADE6D4318AF4,UHD4K,96,12034,서울
2023-09-24,1,9,380869B5AFEDA8E723AC4855AF6F40B8EBF69D96,UHD4K,14,1436,서울
2023-08-16,4,22,ADB06839AD038CCFDE78055F83CBD05319B1CA2A,UTE7057LGU,91,1443,경기/인천
2023-09-11,2,8,441F58BC529644CC95F29947DBDFEC422BF6F4A4,UHD4K,121,886,서울
2023-10-19,5,5,A63ABB0096425B8986B0977CD8244C0536AE89E2,UHD4K,27,1702,경기/인천
2023-10-06,6,23,84CBA21910C73EB710419C68BBC81963575E1040,UHD4K,320,1521,경기/인천
2023-08-27,1,16,4D25D5A26F18DA0BB02B5EB3D35F3FFEE3B819FA,UTE7057LGU,65,1319,서울
2023-09-22,6,21,4C6DF7036F4C1358B6137C79D83FF170ABBEA73E,UTE7057LGU,99,610,경기/인천
2023-10-17,3,20,ED197CEBB777E816DA6DEF2DF9F64953D26CD3E6,UHD4K,317,669,창원
2023-09-13,4,10,BD98FD0FC84E688810250BAB439C9CC2163A416F,UHD4K,57,829,대전
2023-10-18,4,19,C497FDE177F3AAD83735A63359BDADE6D4318AF4,UHD4K,116,1443,서울
2023-09-11,2,17,4D25D5A26F18DA0BB02B5EB3D35F3FFEE3B819FA,UTE7057LGU,75,2222,서울
2023-09-26,3,18,ADB06839AD038CCFDE78055F83CBD05319B1CA2A,UTE7057LGU,20,1235,경기/인천
2023-09-10,1,12,4C6DF7036F4C1358B6137C79D83FF170ABBEA73E,UTE7057LGU,101,1339,경기/인천
2023-08-30,4,23,C497FDE177F3AAD83735A63359BDADE6D4318AF4,UHD4K,98,4356,서울
2023-08-31,5,16,C497FDE177F3AAD83735A63359BDADE6D4318AF4,UHD4K,116,1291,서울
2023-08-19,7,0,9E400EC60D34AEF923C48F1C25379A9BDD489FA5,UIE4057LGU,116,886,부산
2023-09-15,6,8,A7295254E60A7B69AFF18D5D510D2249FBCD1DF5,UHD4K,138,873,대전
2023-09-15,6,15,598FE96976B647D109210DA9DA6496DD62646E3C,UHD4K,72,892,춘천
2023-09-30,7,13,C497FDE177F3AAD83735A63359BDADE6D4318AF4,UHD4K,112,1614,서울
2023-08-15,3,18,C497FDE177F3AAD83735A63359BDADE6D4318AF4,UHD4K,84,1503,서울
2023-09-29,6,0,9FC9E68CFC41378CA39FD8AFC87BBBED0B73CBA8,UHD4K,141,928,경기/인천
2023-09-15,6,20,84CBA21910C73EB710419C68BBC81963575E1040,UHD4K,320,2645,경기/인천
2023-09-22,6,9,BD98FD0FC84E688810250BAB439C9CC2163A416F,UHD4K,63,1734,대전
2023-10-11,4,19,A47A0DF35182BB226D2320E9E9237200E8A24480,UHD4K,72,2572,서울
2023-08-09,4,10,849D4BFD212A4311441A510407346BF3E8891A76,UTE7057LGU,977,625,대전
2023-09-10,1,14,438FA35C8C179297510BC82823B6C66369F4C2D6,UTE7057LGU,177,743,경기/인천
2023-09-28,5,5,C86E1603E02A324929ABD9BDEA1C1D56B4ECA453,UIE4057LGU,101,2215,경기/인천
2023-08-10,5,21,598FE96976B647D109210DA9DA6496DD62646E3C,UHD4K,14,1351,춘천
2023-09-02,7,9,84CBA21910C73EB710419C68BBC81963575E1040,UHD4K,323,8594,경기/인천
2023-08-31,5,15,9E400EC60D34AEF923C48F1C25379A9BDD489FA5,UIE4057LGU,130,897,부산
2023-08-16,4,21,4C6DF7036F4C1358B6137C79D83FF170ABBEA73E,UTE7057LGU,98,819,경기/인천
2023-10-24,3,11,C497FDE177F3AAD83735A63359BDADE6D4318AF4,UHD4K,50,1456,서울
2023-10-28,7,18,C86E1603E02A324929ABD9BDEA1C1D56B4ECA453,UIE4057LGU,0,5416,경기/인천
2023-09-18,2,7,380869B5AFEDA8E723AC4855AF6F40B8EBF69D96,UHD4K,82,659,서울
2023-10-26,5,18,451A7C86F8CA773AF83330EAD87ECBBD53B6799D,UTE7057LGU,37,1210,부산
2023-10-01,1,19,D09990A90A6CAA43BB8650E8EE28FB0A27CCDF75,UTE7057LGU,5,662,진주
2023-08-14,2,21,4C6DF7036F4C1358B6137C79D83FF170ABBEA73E,UTE7057LGU,77,2154,경기/인천
2023-09-12,3,9,2C1FF4FAEAE8C89480466CC2F7DF3AB3EDAD9166,UHD4K,164,815,서울
2023-08-10,5,21,C497FDE177F3AAD83735A63359BDADE6D4318AF4,UHD4K,128,2170,서울
2023-10-16,2,14,C86E1603E02A324929ABD9BDEA1C1D56B4ECA453,UIE4057LGU,273,8615,경기/인천
2023-09-11,2,13,598FE96976B647D109210DA9DA6496DD62646E3C,UHD4K,72,2459,춘천
2023-09-02,7,8,4C6DF7036F4C1358B6137C79D83FF170ABBEA73E,UTE7057LGU,98,601,경기/인천
2023-08-08,3,11,54BF30DBAE83E26F7873B53659E8A0CD03585E34,UTE7057LGU,999,834,경기/인천
2023-08-22,3,17,47A0AF41A6178D0D8461E2BB5AD623529452C1BB,UTE7057LGU,82,4523,경기/인천
2023-10-03,3,19,4C6DF7036F4C1358B6137C79D83FF170ABBEA73E,UTE7057LGU,70,1196,경기/인천
2023-10-17,3,20,451A7C86F8CA773AF83330EAD87ECBBD53B6799D,UTE7057LGU,5,642,부산
2023-10-04,4,20,9FC9E68CFC41378CA39FD8AFC87BBBED0B73CBA8,UHD4K,138,793,경기/인천
2023-10-09,2,9,4C6DF7036F4C1358B6137C79D83FF170ABBEA73E,UTE7057LGU,73,1833,경기/인천
2023-09-11,2,15,A7295254E60A7B69AFF18D5D510D2249FBCD1DF5,UHD4K,41,34641,대전
2023-09-26,3,17,12B592DB259836F5196D9EF2CBAC3AA8151ED787,UHD4K,142,4782,경기/인천
2023-10-04,4,20,84CBA21910C73EB710419C68BBC81963575E1040,UHD4K,323,1977,경기/인천
2023-09-02,7,12,C86E1603E02A324929ABD9BDEA1C1D56B4ECA453,UIE4057LGU,273,18690,경기/인천
2023-10-07,7,11,849D4BFD212A4311441A510407346BF3E8891A76,UTE7057LGU,5,1054,대전
2023-08-22,3,17,2C1FF4FAEAE8C89480466CC2F7DF3AB3EDAD9166,UHD4K,144,1028,서울
2023-09-12,3,22,69D5B7DC2FC5A458B13DD6C513D8A67728AF6E72,UIE4057LGU,81,2562,경기/인천
2023-10-17,3,6,849D4BFD212A4311441A510407346BF3E8891A76,UTE7057LGU,79,981,대전
2023-08-04,6,16,438FA35C8C179297510BC82823B6C66369F4C2D6,UTE7057LGU,93,691,경기/인천
2023-09-14,5,23,22E889D82E78397398FD21E550CA0E8D159D7F43,UIE4057LGU,84,1063,춘천
2023-09-23,7,17,438FA35C8C179297510BC82823B6C66369F4C2D6,UTE7057LGU,184,3768,경기/인천
2023-09-09,7,16,C86E1603E02A324929ABD9BDEA1C1D56B4ECA453,UIE4057LGU,37,1844,경기/인천
2023-09-26,3,18,84CBA21910C73EB710419C68BBC81963575E1040,UHD4K,320,664,경기/인천
2023-10-17,3,18,C497FDE177F3AAD83735A63359BDADE6D4318AF4,UHD4K,50,924,서울
2023-09-08,6,16,441F58BC529644CC95F29947DBDFEC422BF6F4A4,UHD4K,27,1469,서울
2023-08-22,3,16,438FA35C8C179297510BC82823B6C66369F4C2D6,UTE7057LGU,177,1853,경기/인천
2023-09-22,6,14,438FA35C8C179297510BC82823B6C66369F4C2D6,UTE7057LGU,181,2867,경기/인천
2023-08-25,6,15,2C1FF4FAEAE8C89480466CC2F7DF3AB3EDAD9166,UHD4K,163,1663,서울
2023-09-03,1,0,22E889D82E78397398FD21E550CA0E8D159D7F43,UIE4057LGU,25,1243,춘천
2023-09-21,5,14,438FA35C8C179297510BC82823B6C66369F4C2D6,UTE7057LGU,180,1125,경기/인천
2023-10-14,7,23,4C6DF7036F4C1358B6137C79D83FF170ABBEA73E,UTE7057LGU,70,2607,경기/인천
2023-10-03,3,16,69D5B7DC2FC5A458B13DD6C513D8A67728AF6E72,UIE4057LGU,77,1505,경기/인천
2023-10-13,6,5,4C6DF7036F4C1358B6137C79D83FF170ABBEA73E,UTE7057LGU,99,633,경기/인천
2023-09-20,4,7,438FA35C8C179297510BC82823B6C66369F4C2D6,UTE7057LGU,184,606,경기/인천
2023-10-15,1,17,9FC9E68CFC41378CA39FD8AFC87BBBED0B73CBA8,UHD4K,137,1118,경기/인천
2023-09-23,7,9,4C6DF7036F4C1358B6137C79D83FF170ABBEA73E,UTE7057LGU,98,665,경기/인천
2023-09-20,4,19,22E889D82E78397398FD21E550CA0E8D159D7F43,UIE4057LGU,59,3298,춘천
2023-09-10,1,5,A63ABB0096425B8986B0977CD8244C0536AE89E2,UHD4K,30,1577,경기/인천
2023-08-05,7,14,438FA35C8C179297510BC82823B6C66369F4C2D6,UTE7057LGU,175,1172,경기/인천
2023-08-10,5,23,A7295254E60A7B69AFF18D5D510D2249FBCD1DF5,UHD4K,72,943,대전
2023-10-03,3,12,ED197CEBB777E816DA6DEF2DF9F64953D26CD3E6,UHD4K,311,1100,창원
2023-09-22,6,13,C86E1603E02A324929ABD9BDEA1C1D56B4ECA453,UIE4057LGU,2,8542,경기/인천
2023-09-11,2,9,84CBA21910C73EB710419C68BBC81963575E1040,UHD4K,320,1485,경기/인천
2023-09-16,7,23,BD98FD0FC84E688810250BAB439C9CC2163A416F,UHD4K,55,1189,대전
2023-10-23,2,21,598FE96976B647D109210DA9DA6496DD62646E3C,UHD4K,14,879,춘천
2023-09-08,6,10,D09990A90A6CAA43BB8650E8EE28FB0A27CCDF75,UTE7057LGU,64,1732,진주
2023-08-11,6,12,C86E1603E02A324929ABD9BDEA1C1D56B4ECA453,UIE4057LGU,257,1230,경기/인천
2023-09-30,7,10,441F58BC529644CC95F29947DBDFEC422BF6F4A4,UHD4K,120,1185,서울
2023-09-19,3,16,849D4BFD212A4311441A510407346BF3E8891A76,UTE7057LGU,64,747,대전
2023-09-02,7,3,441F58BC529644CC95F29947DBDFEC422BF6F4A4,UHD4K,10,659,서울
2023-09-11,2,6,ED197CEBB777E816DA6DEF2DF9F64953D26CD3E6,UHD4K,312,616,창원
2023-09-24,1,23,451A7C86F8CA773AF83330EAD87ECBBD53B6799D,UTE7057LGU,113,729,부산
2023-09-15,6,3,22E889D82E78397398FD21E550CA0E8D159D7F43,UIE4057LGU,82,1506,춘천
2023-10-30,2,17,451A7C86F8CA773AF83330EAD87ECBBD53B6799D,UTE7057LGU,117,729,부산
2023-08-07,2,19,54BF30DBAE83E26F7873B53659E8A0CD03585E34,UTE7057LGU,14,931,경기/인천
2023-10-22,1,17,451A7C86F8CA773AF83330EAD87ECBBD53B6799D,UTE7057LGU,4,5115,부산
2023-09-27,4,0,C86E1603E02A324929ABD9BDEA1C1D56B4ECA453,UIE4057LGU,72,634,경기/인천
2023-09-23,7,8,2C1FF4FAEAE8C89480466CC2F7DF3AB3EDAD9166,UHD4K,146,2176,서울
2023-08-18,6,9,9FC9E68CFC41378CA39FD8AFC87BBBED0B73CBA8,UHD4K,117,614,경기/인천
2023-09-14,5,10,D09990A90A6CAA43BB8650E8EE28FB0A27CCDF75,UTE7057LGU,79,2734,진주
2023-10-03,3,20,B11D11246AEBE39EC964E42148FFE9F15EAB0536,UTE7057LGU,89,612,서울
2023-09-28,5,13,849D4BFD212A4311441A510407346BF3E8891A76,UTE7057LGU,5,788,대전
2023-10-29,1,10,D09990A90A6CAA43BB8650E8EE28FB0A27CCDF75,UTE7057LGU,5,3124,진주
2023-09-10,1,4,A47A0DF35182BB226D2320E9E9237200E8A24480,UHD4K,93,1527,서울
2023-09-21,5,7,438FA35C8C179297510BC82823B6C66369F4C2D6,UTE7057LGU,174,712,경기/인천
2023-09-12,3,6,C86E1603E02A324929ABD9BDEA1C1D56B4ECA453,UIE4057LGU,4,2623,경기/인천
2023-09-24,1,20,47A0AF41A6178D0D8461E2BB5AD623529452C1BB,UTE7057LGU,79,1313,경기/인천
2023-08-27,1,12,4C6DF7036F4C1358B6137C79D83FF170ABBEA73E,UTE7057LGU,77,3665,경기/인천
2023-10-15,1,13,4C6DF7036F4C1358B6137C79D83FF170ABBEA73E,UTE7057LGU,98,1072,경기/인천
2023-09-25,2,5,441F58BC529644CC95F29947DBDFEC422BF6F4A4,UHD4K,87,811,서울
2023-08-22,3,17,438FA35C8C179297510BC82823B6C66369F4C2D6,UTE7057LGU,184,1250,경기/인천
2023-08-03,5,11,2C1FF4FAEAE8C89480466CC2F7DF3AB3EDAD9166,UHD4K,146,788,서울
2023-09-23,7,14,438FA35C8C179297510BC82823B6C66369F4C2D6,UTE7057LGU,176,604,경기/인천
2023-09-04,2,21,C497FDE177F3AAD83735A63359BDADE6D4318AF4,UHD4K,77,762,서울
2023-10-31,3,3,A47A0DF35182BB226D2320E9E9237200E8A24480,UHD4K,96,1310,서울
2023-10-27,6,17,451A7C86F8CA773AF83330EAD87ECBBD53B6799D,UTE7057LGU,41,3795,부산
2023-10-01,1,21,C86E1603E02A324929ABD9BDEA1C1D56B4ECA453,UIE4057LGU,92,3155,경기/인천
2023-08-05,7,4,2C1FF4FAEAE8C89480466CC2F7DF3AB3EDAD9166,UHD4K,146,1933,서울
2023-09-04,2,3,A47A0DF35182BB226D2320E9E9237200E8A24480,UHD4K,70,1124,서울
2023-08-07,2,8,2C1FF4FAEAE8C89480466CC2F7DF3AB3EDAD9166,UHD4K,162,1663,서울
2023-09-10,1,7,C86E1603E02A324929ABD9BDEA1C1D56B4ECA453,UIE4057LGU,12,17882,경기/인천
2023-10-14,7,22,C86E1603E02A324929ABD9BDEA1C1D56B4ECA453,UIE4057LGU,6,2371,경기/인천
2023-10-09,2,18,4C6DF7036F4C1358B6137C79D83FF170ABBEA73E,UTE7057LGU,98,1273,경기/인천
2023-08-03,5,2,438FA35C8C179297510BC82823B6C66369F4C2D6,UTE7057LGU,50,629,경기/인천
2023-09-03,1,17,84CBA21910C73EB710419C68BBC81963575E1040,UHD4K,312,676,경기/인천
2023-08-30,4,6,849D4BFD212A4311441A510407346BF3E8891A76,UTE7057LGU,61,896,대전
2023-09-21,5,12,598FE96976B647D109210DA9DA6496DD62646E3C,UHD4K,71,600,춘천
2023-09-10,1,13,A63ABB0096425B8986B0977CD8244C0536AE89E2,UHD4K,343,1414,경기/인천
2023-09-09,7,21,A63ABB0096425B8986B0977CD8244C0536AE89E2,UHD4K,17,1615,경기/인천
